IMG_Contig_Name,Original_Contig_Name,Bin,Contig %GC,Contig Length,Locus_Tag,IMG_Gene_ID,Gene_Type,Gene_Start,Gene_Stop,Gene_Length,Homolog_Gene_ID,Homolog_Taxon_ID,Lineage %ID,Lineage,Product,Source,COG_ID,Cog %ID,PFAM_ID,KO_Term,KO %ID,EC_Number
SMTZ23_10007770,WORSMTZ_7769,#N/A,54.1677,15428,SMTZ23_1000777015,SMTZ23_10007770.46,CDS,11704,13536,1832,637120511,637000089,59.9,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;ethenogenes;Dehalococcoides ethenogenes 195,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,44.38,pfam02775,KO:K00179,59.9,EC:1.2.7.8
SMTZ23_10008151,WORSMTZ_8150,#N/A,48.4999,15066,SMTZ23_1000815115,SMTZ23_10008151.48,CDS,11842,13629,1787,637120097,637000089,54.5,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;ethenogenes;Dehalococcoides ethenogenes 195,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,49.42,pfam13522,KO:K00820,54.5,EC:2.6.1.16
SMTZ23_10014266,WORSMTZ_14265,#N/A,53.3831,15001,SMTZ23_1001426612,SMTZ23_10014266.38,CDS,9973,11799,1826,637120511,637000089,58.6,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;ethenogenes;Dehalococcoides ethenogenes 195,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,44.81,pfam02775,KO:K00179,58.6,EC:1.2.7.8
SMTZ23_10011368,WORSMTZ_11367,#N/A,54.2211,12781,SMTZ23_1001136810,SMTZ23_10011368.33,CDS,7877,9706,1829,637120511,637000089,53.7,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;ethenogenes;Dehalococcoides ethenogenes 195,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,45.2,pfam02775,KO:K00179,53.7,EC:1.2.7.8
SMTZ23_10068075,WORSMTZ_105696,#N/A,45.4712,11471,SMTZ23_100680753,SMTZ23_10068075.9,CDS,1019,1756,737,637120062,637000089,59.2,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;ethenogenes;Dehalococcoides ethenogenes 195,Methionine aminopeptidase,COG0024,COG0024,48.39,pfam00557,KO:K01265,59.2,EC:3.4.11.18
SMTZ23_10046350,WORSMTZ_46349,#N/A,54.5051,9922,SMTZ23_100463507,SMTZ23_10046350.20,CDS,4936,5862,926,637120511,637000089,62.7,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;ethenogenes;Dehalococcoides ethenogenes 195,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,48.52,pfam01855,KO:K00179,62.7,EC:1.2.7.8
SMTZ23_10046350,WORSMTZ_46349,#N/A,54.5051,9922,SMTZ23_100463508,SMTZ23_10046350.24,CDS,5853,6800,947,637120511,637000089,57.7,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;ethenogenes;Dehalococcoides ethenogenes 195,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,42.02,pfam02775,KO:K00179,57.7,EC:1.2.7.8
SMTZ23_10018663,WORSMTZ_18662,#N/A,45.0895,9836,SMTZ23_100186633,SMTZ23_10018663.8,CDS,1705,3486,1781,637120097,637000089,56.7,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;ethenogenes;Dehalococcoides ethenogenes 195,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,50.66,pfam01380,KO:K00820,56.7,EC:2.6.1.16
SMTZ23_10066280,WORSMTZ_90236,#N/A,54.4085,9561,SMTZ23_1006628014,SMTZ23_10066280.48,CDS,7626,9434,1808,637120511,637000089,59.4,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;ethenogenes;Dehalococcoides ethenogenes 195,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,43.49,pfam02775,KO:K00179,59.4,EC:1.2.7.8
SMTZ23_10031557,WORSMTZ_31556,#N/A,53.9314,7313,SMTZ23_100315575,SMTZ23_10031557.14,CDS,3021,4820,1799,637120511,637000089,59.8,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;ethenogenes;Dehalococcoides ethenogenes 195,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,44.96,pfam02775,KO:K00179,59.8,EC:1.2.7.8
SMTZ23_10034921,WORSMTZ_34920,#N/A,50.9365,6887,SMTZ23_100349217,SMTZ23_10034921.21,CDS,6406,6885,479,637120511,637000089,74.2,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;ethenogenes;Dehalococcoides ethenogenes 195,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,56.71,pfam01855,KO:K00179,74.2,EC:1.2.7.8
SMTZ23_10071736,WORSMTZ_182858,#N/A,49.9925,6695,SMTZ23_100717365,SMTZ23_10071736.15,CDS,2088,4190,2102,637120511,637000089,59,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;ethenogenes;Dehalococcoides ethenogenes 195,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,42.43,pfam02775,KO:K00179,59,EC:1.2.7.8
SMTZ23_10041677,WORSMTZ_41676,#N/A,57.5972,6226,SMTZ23_100416773,SMTZ23_10041677.8,CDS,1641,3458,1817,637120511,637000089,58.9,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;ethenogenes;Dehalococcoides ethenogenes 195,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,45.57,pfam02775,KO:K00179,58.9,EC:1.2.7.8
SMTZ23_10046402,WORSMTZ_46401,68,57.9772,9195,SMTZ23_100464025,SMTZ23_10046402.17,CDS,2677,3426,749,640529564,640427111,65.5,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,domain,pfam01855,COG0674,37.75,pfam01855,KO:K00169,65.5,EC:1.2.7.1
SMTZ23_10000274,WORSMTZ_273,#N/A,50.8467,98498,SMTZ23_1000027445,SMTZ23_10000274.139,CDS,38570,39757,1187,640529994,640427111,66.3,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,52.17,pfam00202,KO:K00818,66.3,EC:2.6.1.11
SMTZ23_10000449,WORSMTZ_448,#N/A,52.143,56044,SMTZ23_1000044922,SMTZ23_10000449.71,CDS,18801,19982,1181,640529994,640427111,61.4,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,51.27,pfam00202,KO:K00818,61.4,EC:2.6.1.11
SMTZ23_10001721,WORSMTZ_1720,#N/A,56.43,31143,SMTZ23_1000172110,SMTZ23_10001721.32,CDS,13740,14942,1202,640529994,640427111,65.6,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,49.12,pfam00202,KO:K00818,65.6,EC:2.6.1.11
SMTZ23_10020622,WORSMTZ_20621,#N/A,53.4787,16558,SMTZ23_100206225,SMTZ23_10020622.16,CDS,5265,7055,1790,640529409,640427111,54.6,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,48.1,pfam01380,KO:K00820,54.6,EC:2.6.1.16
SMTZ23_10026002,WORSMTZ_26001,#N/A,56.3281,16008,SMTZ23_100260022,SMTZ23_10026002.5,CDS,259,1461,1202,640529994,640427111,68.5,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,50.25,pfam00202,KO:K00818,68.5,EC:2.6.1.11
SMTZ23_10032779,WORSMTZ_32778,#N/A,55.7564,13828,SMTZ23_100327793,SMTZ23_10032779.9,CDS,1442,2623,1181,640529994,640427111,64.5,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,50.51,pfam00202,KO:K00818,64.5,EC:2.6.1.11
SMTZ23_10024097,WORSMTZ_24096,#N/A,52.8659,13521,SMTZ23_1002409710,SMTZ23_10024097.30,CDS,8769,9956,1187,640529994,640427111,66,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,50.38,pfam00202,KO:K00818,66,EC:2.6.1.11
SMTZ23_10030583,WORSMTZ_30582,#N/A,53.7127,12619,SMTZ23_100305838,SMTZ23_10030583.25,CDS,9834,11054,1220,640529994,640427111,61.4,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,49.88,pfam00202,KO:K00818,61.4,EC:2.6.1.11
SMTZ23_10035846,WORSMTZ_35845,#N/A,53.0525,11466,SMTZ23_100358461,SMTZ23_10035846.1,CDS,1,708,707,640529748,640427111,55.1,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,"Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits",COG4231,COG4231,42.08,pfam02775,KO:K00179,55.1,EC:1.2.7.8
SMTZ23_10014186,WORSMTZ_14185,#N/A,53.9429,11375,SMTZ23_100141868,SMTZ23_10014186.28,CDS,7501,8748,1247,640529994,640427111,62.8,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,50.13,pfam00202,KO:K00818,62.8,EC:2.6.1.11
SMTZ23_10041441,WORSMTZ_41440,#N/A,46.8255,10364,SMTZ23_1004144113,SMTZ23_10041441.41,CDS,7796,8992,1196,640529994,640427111,65.9,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,48.87,pfam00202,KO:K00818,65.9,EC:2.6.1.11
SMTZ23_10018959,WORSMTZ_18958,#N/A,50.1229,9762,SMTZ23_100189599,SMTZ23_10018959.29,CDS,8396,9601,1205,640529994,640427111,66.5,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,51.24,pfam00202,KO:K00818,66.5,EC:2.6.1.11
SMTZ23_10023206,WORSMTZ_23205,#N/A,53.3456,8698,SMTZ23_100232063,SMTZ23_10023206.8,CDS,2008,3258,1250,640529994,640427111,61.6,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,49.26,pfam00202,KO:K00818,61.6,EC:2.6.1.11
SMTZ23_10063450,WORSMTZ_73094,#N/A,49.2919,7979,SMTZ23_100634507,SMTZ23_10063450.20,CDS,5630,7378,1748,640529409,640427111,55,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,48.84,pfam01380,KO:K00820,55,EC:2.6.1.16
SMTZ23_10060246,WORSMTZ_60397,#N/A,51.035,7536,SMTZ23_100602461,SMTZ23_10060246.1,CDS,47,1831,1784,640529409,640427111,52.4,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,45.36,pfam13522,KO:K00820,52.5,EC:2.6.1.16
SMTZ23_10030864,WORSMTZ_30863,#N/A,52.5115,7406,SMTZ23_100308643,SMTZ23_10030864.8,CDS,1738,2919,1181,640529994,640427111,59.8,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,49.62,pfam00202,KO:K00818,59.8,EC:2.6.1.11
SMTZ23_10065610,WORSMTZ_85714,#N/A,47.8971,6919,SMTZ23_100656102,SMTZ23_10065610.5,CDS,524,1720,1196,640529994,640427111,66.1,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,51.02,pfam00202,KO:K00818,66.1,EC:2.6.1.11
SMTZ23_10062447,WORSMTZ_68661,#N/A,48.8775,6637,SMTZ23_100624473,SMTZ23_10062447.8,CDS,1604,2281,677,640529409,640427111,62.3,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,55.88,pfam13522,KO:K00820,62.3,EC:2.6.1.16
SMTZ23_10062447,WORSMTZ_68661,#N/A,48.8775,6637,SMTZ23_100624474,SMTZ23_10062447.11,CDS,2248,3294,1046,640529409,640427111,56.4,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,47.46,pfam01380,KO:K00820,56.4,EC:2.6.1.16
SMTZ23_10038339,WORSMTZ_38338,#N/A,47.872,6532,SMTZ23_100383395,SMTZ23_10038339.15,CDS,3652,4839,1187,640529994,640427111,65.5,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,51.53,pfam00202,KO:K00818,65.5,EC:2.6.1.11
SMTZ23_10044417,WORSMTZ_44416,#N/A,50.3586,5995,SMTZ23_100444174,SMTZ23_10044417.11,CDS,3757,5004,1247,640529994,640427111,63.4,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,49.88,pfam00202,KO:K00818,63.4,EC:2.6.1.11
SMTZ23_10045822,WORSMTZ_45821,#N/A,51.1043,5886,SMTZ23_100458225,SMTZ23_10045822.16,CDS,3035,4276,1241,640529994,640427111,67.1,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,51.01,pfam00202,KO:K00818,67.1,EC:2.6.1.11
SMTZ23_10071908,WORSMTZ_195138,#N/A,50.5393,5748,SMTZ23_100719086,SMTZ23_10071908.18,CDS,4185,5426,1241,640529994,640427111,65.6,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,50.76,pfam00202,KO:K00818,65.6,EC:2.6.1.11
SMTZ23_10049101,WORSMTZ_49100,#N/A,53.187,5648,SMTZ23_100491017,SMTZ23_10049101.24,CDS,5040,5648,608,640529994,640427111,54,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,47.26,pfam00202,KO:K00818,54,EC:2.6.1.11
SMTZ23_10060912,WORSMTZ_62862,#N/A,59.6332,5398,SMTZ23_100609122,SMTZ23_10060912.5,CDS,402,716,314,640529994,640427111,62.4,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,56.58,pfam00202,KO:K00818,62.4,EC:2.6.1.11
SMTZ23_10071426,WORSMTZ_166697,#N/A,49.2984,5274,SMTZ23_100714264,SMTZ23_10071426.12,CDS,2226,2714,488,640529994,640427111,69.6,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,52.5,pfam00202,KO:K00818,69.6,EC:2.6.1.11
SMTZ23_10071426,WORSMTZ_166697,#N/A,49.2984,5274,SMTZ23_100714265,SMTZ23_10071426.15,CDS,2761,3393,632,640529994,640427111,58.4,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,46.6,pfam00202,KO:K00818,58.4,EC:2.6.1.11
SMTZ23_10063715,WORSMTZ_74422,#N/A,51.1115,5263,SMTZ23_100637153,SMTZ23_10063715.8,CDS,1787,3034,1247,640529994,640427111,63.9,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,49.5,pfam00202,KO:K00818,63.9,EC:2.6.1.11
SMTZ23_10058917,WORSMTZ_58916,#N/A,50.079,5066,SMTZ23_100589172,SMTZ23_10058917.5,CDS,525,1727,1202,640529994,640427111,65.1,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi BAV1,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,51.52,pfam00202,KO:K00818,65.1,EC:2.6.1.11
SMTZ23_10068096,WORSMTZ_105900,#N/A,48.3347,6155,SMTZ23_100680965,SMTZ23_10068096.16,CDS,3571,4014,443,637703063,637000090,56.2,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi CBDB1,Aminotransferase class-V,pfam00266,COG0075,42.96,pfam00266,KO:K05912,56.2,
SMTZ23_10000106,WORSMTZ_105,#N/A,51.9267,94722,SMTZ23_1000010645,SMTZ23_10000106.145,CDS,36894,37661,767,637702960,637000090,61.6,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi CBDB1,Methionine aminopeptidase,COG0024,COG0024,51.55,pfam00557,KO:K01265,61.6,EC:3.4.11.18
SMTZ23_10003839,WORSMTZ_3838,#N/A,53.8902,27068,SMTZ23_100038393,SMTZ23_10003839.6,CDS,454,1083,629,637702960,637000090,62.2,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi CBDB1,Methionine aminopeptidase,COG0024,COG0024,50.3,pfam00557,KO:K01265,62.2,EC:3.4.11.18
SMTZ23_10009579,WORSMTZ_9578,#N/A,44.3513,13950,SMTZ23_100095795,SMTZ23_10009579.14,CDS,2498,4282,1784,637702994,637000090,57.9,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi CBDB1,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,49.59,pfam01380,KO:K00820,57.9,EC:2.6.1.16
SMTZ23_10066280,WORSMTZ_90236,#N/A,54.4085,9561,SMTZ23_1006628015,SMTZ23_10066280.52,CDS,9443,9559,116,637703355,637000090,64.1,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi CBDB1,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit",COG1014,COG1014,36.84,pfam01558,KO:K00180,64.1,EC:1.2.7.8
SMTZ23_10025684,WORSMTZ_25683,#N/A,49.3796,8220,SMTZ23_100256844,SMTZ23_10025684.11,CDS,2355,3101,746,637702960,637000090,63.6,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi CBDB1,Methionine aminopeptidase,COG0024,COG0024,53.01,pfam00557,KO:K01265,63.6,EC:3.4.11.18
SMTZ23_10068454,WORSMTZ_109542,#N/A,54.4794,7021,SMTZ23_100684548,SMTZ23_10068454.25,CDS,3564,4169,605,637702960,637000090,56.2,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi CBDB1,Methionine aminopeptidase,COG0024,COG0024,52.26,pfam00557,KO:K01265,56.2,EC:3.4.11.18
SMTZ23_10065855,WORSMTZ_87518,#N/A,38.2889,5926,SMTZ23_100658556,SMTZ23_10065855.18,CDS,5729,5926,197,637702994,637000090,56.1,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi CBDB1,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,48.57,pfam00310,KO:K00820,56.1,EC:2.6.1.16
SMTZ23_10046978,WORSMTZ_46977,#N/A,42.118,5798,SMTZ23_100469786,SMTZ23_10046978.18,CDS,4066,5796,1730,637702994,637000090,55.5,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi CBDB1,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,46.64,pfam01380,KO:K00820,55.5,EC:2.6.1.16
SMTZ23_10068882,WORSMTZ_114523,#N/A,47.9929,5655,SMTZ23_100688821,SMTZ23_10068882.1,CDS,1,1230,1229,637702994,637000090,52.3,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi CBDB1,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,44.44,pfam01380,KO:K00820,52.3,EC:2.6.1.16
SMTZ23_10036874,WORSMTZ_36873,#N/A,47.3371,14796,SMTZ23_100368743,SMTZ23_10036874.10,CDS,2325,3119,794,646627543,646564526,57.6,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi GT,Aminotransferase class-V,pfam00266,COG0075,46.59,pfam00266,KO:K05912,57.3,
SMTZ23_10034767,WORSMTZ_34766,#N/A,46.2947,10539,SMTZ23_100347671,SMTZ23_10034767.1,CDS,1,657,656,646627543,646564526,61.7,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi GT,Aminotransferase class-V,pfam00266,COG0075,46.26,pfam00266,KO:K05912,61.2,
SMTZ23_10063476,WORSMTZ_73194,#N/A,47.355,7845,SMTZ23_100634769,SMTZ23_10063476.26,CDS,7170,7844,674,646627543,646564526,59.3,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi GT,Aminotransferase class-V,pfam00266,COG0075,45.25,pfam00266,KO:K05912,58.8,
SMTZ23_10041491,WORSMTZ_41490,#N/A,46.9486,6243,SMTZ23_100414918,SMTZ23_10041491.25,CDS,5647,6243,596,646627543,646564526,60.5,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi GT,Aminotransferase class-V,pfam00266,COG0075,45.64,pfam00266,KO:K05912,60,
SMTZ23_10068096,WORSMTZ_105900,#N/A,48.3347,6155,SMTZ23_100680964,SMTZ23_10068096.12,CDS,3081,3596,515,646627543,646564526,62.6,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi GT,Aminotransferase class-V,pfam00266,COG0075,53.37,pfam00266,KO:K05912,62.6,
SMTZ23_10047498,WORSMTZ_47497,#N/A,45.393,5763,SMTZ23_100474981,SMTZ23_10047498.1,CDS,3,476,473,646627543,646564526,56.5,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi GT,Aminotransferase class-V,pfam00266,COG0075,42.21,pfam00266,KO:K05912,55.8,
SMTZ23_10000036,WORSMTZ_35,#N/A,45.3218,197084,SMTZ23_10000036121,SMTZ23_10000036.392,CDS,113818,115005,1187,646628022,646564526,68.5,Bacteria;Chloroflexi;Dehalococcoidetes;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;mccartyi;Dehalococcoides mccartyi GT,Ornithine/acetylornithine aminotransferase,COG4992,COG4992,50.89,pfam00202,KO:K00821,68.5,EC:2.6.1.11
